Timestamp,What is your Gender?,What age group do you fall under,Which economic class do you fall under? (approximate),Which of the following do you own?,Are you a regular Social Media User?,How much time do you spend on social media every day? (mention as number of hours),Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Facebook],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Instagram],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Twitter],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Linkedin],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Tik Tok],"What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Timepass]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Networking]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [For new content]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [News]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Easy to use user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Strong Privacy control]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [ability to choose preferred content]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Aesthetically pleasing user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Customization options (profile, user interface etc)]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Push Notifications]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Contests and Events]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [More messaging options (like instant chat)]","If a social media platform were to be Gamified (addition of classes, guilds/clans, contests, events etc), how likely are you to use it?",What are the likely reasons for you not to use social media?,Any reasons not mentioned above?,If you are given the option of a social media specific to your interests will you use it?,Which of the following are your talents/skills/interests ? ,List any interests NOT mentioned above,"Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Coder/Hacker/Electronics Enthusiast/GameDev]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Content Creator (Audio/Video/Photo/Art/Text)]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Fitness/Sports/Travel/Adventure]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Finance matters/stock market/fantasy sports leagues etc]",How regularly do you participate in competitions/contests?,"If you are provided an easy to use platform to participate in or host competitions in your area of interests, how likely are you to use it?",
9/18/2022 17:37:17,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, you dont have much time",,Yes,"Gaming, Musician, Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,1,2,5,2,2,4,
9/18/2022 17:42:57,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,6,3,1,2,4,0,2,3,3,1,1,2,3,4,5,4,3,2,5,,,,"Coder/Hacker, Musician, Video Maker/Editor, Fitness enthusiast, Stock Market",,1,2,4,3,1,5,
9/18/2022 17:47:50,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,6,0,5,2,1,0,4,2,5,4,5,5,5,3,3,5,5,5,5,,,,"Writer (Stories/Scripts etc), Photographer","News, politics and Current affairs (general Knowledge)",1,2,2,3,3,5,
9/18/2022 17:53:50,Male,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,7,0,5,5,0,0,4,4,4,4,5,5,5,5,3,1,3,3,2,,,,"Gaming, Video Maker/Editor, Sports (Real world :-D), Collector (Coins, stamps, cards, posters, etc)",,1,5,4,3,3,3,
9/18/2022 17:55:17,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,4,1,5,0,3,0,5,3,5,3,5,4,2,5,5,5,3,5,2,,,,"Coder/Hacker, Artist, Musician, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,5,3,4,2,2,5,
9/18/2022 17:59:39,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, more of a real-world person",,Yes,"Gaming, Coder/Hacker, Musician, Adventure (Trekking, Biking, Hiking, etc)",,5,4,"4, 5",4,5,4,
9/18/2022 18:01:33,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,3,0,5,0,3,0,5,3,5,4,3,5,5,5,5,5,3,5,5,,,,"Gaming, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,1,1,5,4,4,4,
9/18/2022 18:02:17,Male,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, more of a real-world person",,Yes,"Gaming, Electronics Enthusiast (Building Devices etc), Video Maker/Editor, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,2,2,2,2,1,1,
9/18/2022 18:15:07,Female,18-25,Don't want to say,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, privacy or security issues, you dont have much time",,Yes,"Artist, Dancer, Writer (Stories/Scripts etc), Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",Martial arts,3,5,4,3,4,4,
9/18/2022 18:21:02,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,1,1,0,4,2,4,4,3,4,5,2,3,4,2,2,2,,,,"Gaming, Coder/Hacker, Sports (Real world :-D)",Food,4,1,4,1,2,2,
9/18/2022 18:41:14,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,0,2,0,5,2,4,4,5,4,4,4,4,2,2,3,3,,,,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Artist, Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,2,2,4,3,2,3,
9/18/2022 18:43:36,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,0,2,0,4,0,2,4,4,4,5,5,5,3,4,1,1,2,3,,,,"Coder/Hacker, Travel and exploring, Stock Market, Entrepreneurship",,4,1,4,2,2,3,
9/18/2022 18:49:34,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,2,0,5,2,1,0,4,4,4,4,"3, 5",5,4,4,5,1,2,5,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Photographer, Travel and exploring",,3,2,4,2,3,4,
9/18/2022 18:52:33,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,0,0,0,3,3,3,3,5,5,4,3,3,2,1,4,5,,,,"Musician, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,2,1,2,1,3,4,
9/18/2022 18:56:42,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,3,1,5,2,1,0,3,4,5,4,4,5,5,4,5,3,4,4,3,,,,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Sports (Real world :-D), Entrepreneurship",,4,3,5,4,1,5,
9/18/2022 19:12:25,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, you dont have much time",,No,"Gaming, Coder/Hacker, Fantasy Sports Leagues",,4,2,2,4,2,3,
9/18/2022 19:15:54,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,0,0,0,3,2,2,3,5,5,5,5,5,3,4,3,4,,,,"Coder/Hacker, Photographer, Travel and exploring, Sports (Real world :-D)",,3,2,4,1,2,4,
9/18/2022 19:45:17,Female,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,1,0,4,3,2,0,3,5,4,4,5,5,5,1,5,1,5,5,3,,,,"Dancer, Video Maker/Editor, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,5,5,5,5,4,5,
9/18/2022 19:55:28,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,3,3,5,1,3,0,3,4,3,3,5,5,5,5,5,3,5,5,4,,,,"Electronics Enthusiast (Building Devices etc), Fantasy Sports Leagues, Travel and exploring, Sports (Real world :-D)",Cooking,5,5,5,5,2,5,
9/18/2022 19:57:03,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,7,0,3,0,1,0,3,3,2,3,4,4,4,4,5,5,4,5,4,,,,"Coder/Hacker, Writer (Stories/Scripts etc)",Planes and automobiles,4,3,4,3,4,5,
9/18/2022 19:59:00,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"privacy or security issues, more of a real-world person",,Yes,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Artist, Musician, Dancer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,4,3,5,3,3,5,
9/18/2022 20:04:12,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, you dont have much time, more of a real-world person",its fake and boring,Yes,"Gaming, Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,2,5,5,5,2,5,
9/18/2022 20:06:08,Male,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,2.5,0,"0, 5","0, 4",0,4,3,3,3,3,3,5,5,5,5,5,5,5,3,,,,"Gaming, Coder/Hacker",,3,3,3,3,3,3,
9/18/2022 20:20:29,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,0,1,0,5,3,1,3,5,5,5,5,1,1,1,1,4,,,,"Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,4,2,4,1,2,2,
9/18/2022 20:54:58,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,4,0,3,2,1,0,2,3,4,5,5,2,5,5,5,1,1,5,2,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Game Developer, Artist, Musician, Filmmaker, Video Maker/Editor, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",Cars,3,4,3,1,3,5,
9/18/2022 20:57:54,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,1,1,5,0,3,0,5,3,3,2,5,5,4,4,4,4,3,3,4,,,,Electronics Enthusiast (Building Devices etc),,3,2,3,2,3,3,
9/18/2022 21:37:48,Male,10-17,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,6,0,5,"4, 5",0,"3, 4",3,"2, 3",3,2,3,2,3,2,2,2,3,3,3,,,,"Gaming, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)","Joe
",1,1,"1, 2",1,3,5,
9/18/2022 21:43:28,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,2,1,0,5,3,1,2,4,5,5,3,3,1,1,1,4,,,,"Fitness enthusiast, Travel and exploring, Sports (Real world :-D), Stock Market",,1,1,5,4,1,2,
9/18/2022 22:04:37,Male,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,1,0,"3, 4",0,0,0,3,2,4,1,5,5,5,5,"4, 5",4,1,5,4,,,,"Gaming, Coder/Hacker, Sports (Real world :-D)",,4,3,4,2,1,3,
9/18/2022 22:08:01,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,3,5,3,0,2,2,5,5,5,5,5,5,5,5,5,5,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Sports (Real world :-D)",,5,2,2,"2, 3",4,4,
9/18/2022 22:10:15,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,2,0,0,1,3,3,4,4,3,5,4,4,3,2,2,3,2,,,,"Artist, Musician, Dancer, Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,2,5,3,1,3,2,
9/18/2022 22:45:27,Female,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, you dont have much time",NOT INTERESTED,No,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Artist, Musician, Dancer, Video Maker/Editor, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship",VR,2,4,4,1,3,4,
9/18/2022 22:58:46,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,4,0,2,2,0,0,2,4,5,3,3,4,2,3,3,1,4,3,2,,,,"Coder/Hacker, Artist, Musician, Dancer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,2,3,3,1,2,4,
9/18/2022 23:10:06,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,4,0,5,4,4,0,5,4,5,4,5,5,5,5,4,4,1,2,5,,,,"Coder/Hacker, Artist, Musician, Dancer, Writer (Stories/Scripts etc), Fitness enthusiast, Travel and exploring",,2,5,4,3,2,3,
9/18/2022 23:32:36,Female,18-25,Upper Class,Mobile Phone,Yes,4,0,5,3,0,0,5,1,5,5,5,5,5,5,5,5,5,5,5,,,,"Coder/Hacker, Photographer, Travel and exploring, Collector (Coins, stamps, cards, posters, etc)",,5,3,3,3,3,4,
9/19/2022 0:28:30,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,3,0,4,3,3,0,3,3,3,3,5,5,4,3,5,4,4,4,3,,,,"Gaming, Artist, Photographer, Fantasy Sports Leagues, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship",,4,3,4,3,3,3,
9/19/2022 1:34:13,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,1,1,0,4,3,5,4,2,3,4,4,"4, 5",4,5,5,4,,,,"Dancer, Video Maker/Editor, Photographer",,1,4,1,1,2,4,
9/19/2022 3:10:00,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,3,0,"1, 2",1,1,0,2,5,4,3,1,5,5,4,5,2,4,5,5,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Dancer, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,4,3,4,5,4,5,
9/19/2022 6:42:33,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,0,2,0,1,0,3,1,3,2,3,3,3,3,3,1,1,2,3,,,,"Gaming, Artist, Filmmaker, Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,1,1,3,2,2,2,
9/19/2022 7:36:40,Male,10-17,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,3,0,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,,,,"Gaming, Musician, Writer (Stories/Scripts etc), Photographer, Collector (Coins, stamps, cards, posters, etc)",,2,2,2,2,3,4,
9/19/2022 7:44:10,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,6,0,5,0,0,0,5,1,3,2,5,5,5,3,3,3,3,3,3,,,,"Gaming, Dancer, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,1,3,4,3,2,4,
9/19/2022 8:35:45,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,3,5,0,2,0,5,5,5,5,5,5,5,5,5,1,1,5,3,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,1,1,5,3,2,5,
9/19/2022 8:48:14,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,5,4,5,3,3,0,4,4,5,5,4,5,4,3,5,4,4,5,5,,,,"Artist, Writer (Stories/Scripts etc), Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship","I'm interested in playing games, listening music, gaining knowledge through social media, listening the debates in news channels. Referring general knowledge books. ",2,3,3,3,2,3,
9/19/2022 8:48:54,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,0,4,0,1,0,3,4,4,2,3,2,4,5,5,4,3,3,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Musician, Dancer, Writer (Stories/Scripts etc), Fitness enthusiast, Entrepreneurship",,3,3,3,3,4,4,
9/19/2022 9:25:45,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,6,1,3,1,4,0,2,3,3,3,5,2,3,3,4,4,2,5,5,,,,"Gaming, Electronics Enthusiast (Building Devices etc), Travel and exploring, Entrepreneurship",,5,1,3,4,2,5,
9/19/2022 9:30:21,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,2,1,0,0,2,1,5,2,1,1,5,2,2,4,2,2,2,2,2,,,,Entrepreneurship,,1,1,1,1,1,2,
9/19/2022 9:33:08,Male,26-35,Middle Class,"Laptop, Mobile Phone",Yes,2,1,0,2,1,0,5,3,4,3,4,5,3,1,4,1,1,1,4,,,,"Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,1,1,5,5,1,3,
9/19/2022 9:33:14,Male,>45,Upper Middle Class,"Mobile Phone, Desktop, Tablet",Yes,6,3,3,0,1,0,1,4,4,3,5,3,5,5,4,1,2,5,5,,,,"Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor",,1,5,2,1,2,3,
9/19/2022 9:37:59,Male,26-35,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,3,2,0,0,"3, 5",0,1,2,5,3,2,3,3,2,2,2,2,1,5,,,,"Sports (Real world :-D), Collector (Coins, stamps, cards, posters, etc)",,1,3,3,2,2,5,
9/19/2022 9:40:05,Female,>45,Upper Middle Class,"Laptop, Mobile Phone",Yes,0.5,0,0,0,1,0,1,1,1,1,5,4,3,2,1,1,1,1,1,,,,"Musician, Video Maker/Editor",I create educational material in the form of video lectures,1,3,1,1,1,1,
9/19/2022 9:47:31,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,5,1,0,0,4,3,3,4,4,4,4,4,4,4,4,4,4,,,,"Artist, Musician, Dancer, Writer (Stories/Scripts etc), Photographer, Stock Market, Entrepreneurship",,1,2,3,4,3,4,
9/19/2022 9:47:52,Female,10-17,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,you dont have much time,,Yes,"Electronics Enthusiast (Building Devices etc), Artist, Travel and exploring, Collector (Coins, stamps, cards, posters, etc)","Anime, Manga, manhua ,manhwa","1, 2, 3, 4","1, 2, 3, 4","1, 2, 3","1, 2, 3, 4",2,1,
9/19/2022 9:48:35,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,4,1,5,0,1,0,5,3,1,3,5,5,3,4,4,4,5,5,5,,,,"Gaming, Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,2,1,5,1,2,4,
9/19/2022 9:50:08,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,2,0,0,0,0,3,3,4,5,4,5,5,5,5,3,4,4,5,,,,"Gaming, Artist, Musician, Filmmaker, Video Maker/Editor, Travel and exploring, Entrepreneurship",,2,2,3,3,3,4,
9/19/2022 10:01:26,Male,>45,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,0,0,0,4,0,1,5,5,5,4,4,4,4,4,4,1,1,1,,,,Entrepreneurship,,1,1,1,1,1,1,
9/19/2022 10:16:41,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,6,0,3,5,0,0,3,1,5,3,5,5,1,5,5,1,4,5,3,,,,"Video Maker/Editor, Adventure (Trekking, Biking, Hiking, etc)",,1,5,4,4,1,3,
9/19/2022 10:45:49,Male,36-45,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, privacy or security issues",,No,"Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Travel and exploring",,1,5,2,4,2,2,
9/19/2022 10:49:17,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,1.5,0,3,4,1,0,2,3,4,4,3,5,3,3,3,3,3,3,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc)",,5,1,1,3,3,4,
9/19/2022 10:54:04,Male,36-45,Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, more of a real-world person",,No,"Sports (Real world :-D), Collector (Coins, stamps, cards, posters, etc)",,1,2,4,1,3,3,
9/19/2022 10:57:56,Male,26-35,Upper Class,"Laptop, Mobile Phone",Yes,2,2,0,1,4,0,2,4,3,1,5,5,5,5,2,2,3,3,1,,,,"Coder/Hacker, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",Data science,1,1,1,1,1,3,
9/19/2022 11:08:39,Female,26-35,Middle Class,"Laptop, Mobile Phone",Yes,2,1,3,0,5,0,2,5,4,4,5,5,5,5,5,4,"2, 4",3,4,,,,Writer (Stories/Scripts etc),,1,"1, 2",1,1,2,3,
9/19/2022 11:17:13,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,5,0,5,1,1,1,5,5,2,1,5,5,4,4,5,3,5,5,5,,,,"Artist, Travel and exploring",content and design,5,5,5,2,2,5,
9/19/2022 11:24:09,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,6,1,3,1,1,1,3,3,4,3,5,5,5,5,5,5,5,5,5,,,,Gaming,,5,5,1,1,5,5,
9/19/2022 11:45:01,Female,18-25,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,4,0,4,2,1,0,5,2,5,4,4,3,4,4,5,3,1,3,3,,,,"Gaming, Artist, Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,1,1,1,2,3,
9/19/2022 11:54:24,Male,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,1,4,1,1,5,0,3,5,5,4,5,5,"3, 4",5,4,2,3,3,2,,,,"Writer (Stories/Scripts etc), Collector (Coins, stamps, cards, posters, etc)",,1,5,2,2,2,5,
9/19/2022 12:17:33,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Tablet",Yes,5,0,5,1,1,0,5,3,5,4,5,3,5,5,5,2,1,3,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,5,3,3,4,2,3,
9/19/2022 12:35:14,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,4,0,4,1,2,0,4,3,3,1,4,4,4,4,4,4,2,3,4,,,,"Dancer, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,2,2,3,1,2,3,
9/19/2022 14:01:40,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,3,0,5,3,3,0,2,4,3,5,3,3,3,3,4,1,1,4,4,,,,"Fantasy Sports Leagues, Fitness enthusiast, Sports (Real world :-D), Stock Market, Entrepreneurship",,1,1,4,5,3,4,
9/19/2022 14:49:55,Male,>45,Upper Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,you dont have much time,,Yes,Entrepreneurship,,1,1,1,1,1,5,
9/19/2022 15:24:09,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,3,0,2,0,4,3,1,4,5,5,4,5,3,4,2,5,3,,,,"Musician, Travel and exploring, Sports (Real world :-D)",NA,1,1,5,5,2,5,
9/19/2022 15:40:34,Female,18-25,Middle Class,Mobile Phone,Yes,6,0,3,0,1,0,3,2,5,5,5,5,5,5,5,4,3,4,4,,,,"Collector (Coins, stamps, cards, posters, etc)",,1,1,1,1,2,4,
9/19/2022 15:44:44,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,6,4,5,0,0,0,5,3,4,2,5,5,4,5,3,3,3,3,4,,,,"Photographer, Travel and exploring, Sports (Real world :-D)",,1,1,1,1,2,4,
9/19/2022 15:50:41,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,0,4,3,4,0,2,4,4,4,5,3,5,5,2,4,4,5,3,,,,"Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market",,3,2,3,5,4,5,
9/19/2022 15:54:08,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, you dont have much time, more of a real-world person",,Yes,"Electronics Enthusiast (Building Devices etc), Musician, Writer (Stories/Scripts etc), Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,2,3,4,5,3,4,
9/19/2022 16:00:19,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,1,1,4,5,1,2,5,5,4,5,5,5,5,3,2,1,2,1,,,,Stock Market,,1,1,1,4,1,1,
9/19/2022 16:10:02,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,5.5,0,5,1,3,0,5,4,5,2,5,5,4,5,5,1,1,5,3,,,,"Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",Reading,1,1,4,1,2,2,
9/19/2022 16:25:59,Female,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,1,0,1,0,0,0,2,1,2,1,1,1,1,1,1,1,1,1,3,,,,"Gaming, Game Developer, Artist, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,5,5,2,1,1,5,
9/19/2022 16:28:11,Male,18-25,Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,too much misinformation or cluttered information,,Yes,"Gaming, Writer (Stories/Scripts etc)",,3,3,3,3,2,3,
9/19/2022 16:35:50,Male,36-45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,you dont have much time,,Yes,"Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,1,1,5,1,1,3,
9/19/2022 18:52:03,Female,26-35,Middle Class,"Laptop, Mobile Phone",Yes,3,0,5,5,0,0,4,4,4,4,5,5,5,5,5,1,1,1,4,,,,Writer (Stories/Scripts etc),Journalist,1,1,1,2,1,1,
9/19/2022 18:52:06,Female,26-35,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,It is a waste of time,,Yes,"Dancer, Fitness enthusiast, Travel and exploring",,1,2,5,3,1,2,
